펀드코드,펀드명,날짜,기준치 또는 성장률,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,연평균 수익률,109.1652392,,,,,,,,,
KLVL34000UD,인디아주식안정성장자산배분형,2031 예상 기준가,6962.433028,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2012,1314.23,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2013,1405.9,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2014,1566.98,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2015,1609.54,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2016,1668.53,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2017,1948.78,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2018,1952.06,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2019,2051.17,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2020,2594.79,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2021,2569.64,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,최근 1년 수익률,100.9787363,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,연평균 수익률,108.043233,,,,,,,,,
KLVL34000UE,차이나주식안정성장자산배분형,2031 예상 기준가,5155.258226,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2012,1381.68,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2013,1429.35,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2014,1647.01,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2015,1749.89,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2016,1811.45,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2017,2087.11,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2018,2095.09,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2019,2138.42,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2020,2370.87,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2021,2617.41,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,최근 1년 수익률,90.58076495,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,연평균 수익률,107.4866115,,,,,,,,,
KLVL34000UF,친디아주식안정성장자산배분형,2031 예상 기준가,5012.577557,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2012,1496.16,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2013,1558.85,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2014,1763.84,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2015,1849.7,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2016,1910.51,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2017,2157.66,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2018,2162.8,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2019,2221.83,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2020,2455.83,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2021,2813.56,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,최근 1년 수익률,87.28550306,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,연평균 수익률,107.3886442,,,,,,,,,
KLVL34000UG,아시아태평양Q펀드자산배분형,2031 예상 기준가,5344.184155,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2012,1424.41,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2013,1484.08,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2014,1677.01,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2015,1761.1,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2016,1813.58,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2017,2045.89,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2018,2051.93,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2019,2102.63,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2020,2317.89,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2021,2642.68,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,최근 1년 수익률,87.70982487,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,연평균 수익률,107.2232024,,,,,,,,,
KLVL34000UH,아시아태평양주식안정성장자산배분형,2031 예상 기준가,4950.437087,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2012,1611.89,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2013,1708.57,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2014,1923.84,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2015,1967.24,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2016,1999.42,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2017,2255,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2018,2324.88,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2019,2525.99,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2020,3075.54,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2021,3219.47,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,최근 1년 수익률,95.52938838,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,연평균 수익률,108.1618494,,,,,,,,,
KLVL34000UI,아시아퍼시픽컨슈머주식안정성장자산배분형,2031 예상 기준가,6523.059236,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2012,1143.7,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2013,1183.82,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2014,1352.54,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2015,1388.75,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2016,1404.13,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2017,1551.03,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2018,1542.05,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2019,1579.66,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2020,1748.06,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2021,2044.9,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,최근 1년 수익률,85.48388674,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,연평균 수익률,106.8342615,,,,,,,,,
KLVL34000UJ,코친디아포커스7자산배분형,2031 예상 기준가,3707.379498,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2012,1132.67,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2013,1192.87,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2014,1337.03,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2015,1410.57,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2016,1388.48,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2017,1573.88,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2018,1720.29,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2019,1750.01,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2020,2198.1,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2021,2498.63,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,최근 1년 수익률,87.97220877,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,연평균 수익률,109.4438139,,,,,,,,,
KLVL34000UK,글로벌인사이트자산배분형,2031 예상 기준가,5628.892076,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2012,1358.05,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2013,1387.53,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2014,1548.84,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2015,1534.92,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2016,1624.27,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2017,1861.82,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2018,1837.97,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2019,2013.3,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2020,2347.38,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2021,2566.92,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,최근 1년 수익률,91.44733767,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,연평균 수익률,107.5053811,,,,,,,,,
KLVL34000UL,유브릭스주식안정성장자산배분형,2031 예상 기준가,4923.615855,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2012,1327.38,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2013,1384.51,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2014,1542.02,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2015,1578.35,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2016,1674.65,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2017,1777.32,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2018,1825.8,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2019,1982.87,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2020,2200.08,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2021,2288.2,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,최근 1년 수익률,96.14893803,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,연평균 수익률,106.2843152,,,,,,,,,
KLVL34000UM,친디아안정자산배분형,2031 예상 기준가,3960.195169,,,,,,,,,
KLVL34000UN,글로벌채권형,2012,1397.59,,,,,,,,,
KLVL34000UN,글로벌채권형,2013,1404.07,,,,,,,,,
KLVL34000UN,글로벌채권형,2014,1514.2,,,,,,,,,
KLVL34000UN,글로벌채권형,2015,1540.95,,,,,,,,,
KLVL34000UN,글로벌채권형,2016,1631.29,,,,,,,,,
KLVL34000UN,글로벌채권형,2017,1663.95,,,,,,,,,
KLVL34000UN,글로벌채권형,2018,1635.46,,,,,,,,,
KLVL34000UN,글로벌채권형,2019,1745.69,,,,,,,,,
KLVL34000UN,글로벌채권형,2020,1784.13,,,,,,,,,
KLVL34000UN,글로벌채권형,2021,1815.5,,,,,,,,,
KLVL34000UN,글로벌채권형,최근 1년 수익률,98.27210135,,,,,,,,,
KLVL34000UN,글로벌채권형,연평균 수익률,102.9918542,,,,,,,,,
KLVL34000UN,글로벌채권형,2031 예상 기준가,2367.130202,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2012,1045.3,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2013,1157.25,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2014,1297.49,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2015,1362.78,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2016,1383.3,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2017,1495.03,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2018,1614.75,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2019,1671.32,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2020,1985.83,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2021,2215.48,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,최근 1년 수익률,89.63430047,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,연평균 수익률,108.8151942,,,,,,,,,
KLVL34000UO,글로벌컨슈머섹터주식안정성장자산배분형,2031 예상 기준가,4738.858137,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2012, ,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2013,977.01,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2014,1059.38,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2015,1005.27,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2016,994.48,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2017,1113.67,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2018,1106.28,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2019,1167.93,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2020,1195.53,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2021,1272.51,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,최근 1년 수익률,93.9505387,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,연평균 수익률,103.4932792,,,,,,,,,
KLVL34000UP,글로벌채권매크로전략형,2031 예상 기준가,1674.782396,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2012, ,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2013,906.69,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2014,1025.68,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2015,1033.14,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2016,1145.86,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2017,1194.07,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2018,1155.15,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2019,1301.7,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2020,1375.51,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2021,1383.54,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,최근 1년 수익률,99.41960478,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,연평균 수익률,105.5812394,,,,,,,,,
KLVL34000UQ,이머징마켓채권형,2031 예상 기준가,2136.415718,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2012, ,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2013,994.51,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2014,1095.41,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2015,1081.01,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2016,1168.17,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2017,1266.18,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2018,1256.92,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2019,1324.79,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2020,1302.23,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2021,1436.81,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,최근 1년 수익률,90.63341708,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,연평균 수익률,104.8230052,,,,,,,,,
KLVL34000UR,글로벌하이일드채권형,2031 예상 기준가,2094.364146,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2012, ,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2013, ,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2014,1023.85,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2015,1070.19,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2016,1062.6,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2017,1083.21,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2018,1071.8,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2019,1101.63,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2020,1219.78,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2021,1351.84,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,최근 1년 수익률,90.23109244,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,연평균 수익률,104.1482561,,,,,,,,,
KLVL34000US,글로벌멀티전략혼합형,2031 예상 기준가,1796.756851,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2012, ,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2013, ,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2014,1008.58,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2015,1062.27,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2016,1060.01,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2017,1152.33,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2018,1196.97,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2019,1256.34,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2020,1490.08,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2021,1678.44,,,,,,,,,
KLVL34000UT,글로벌0MVP060,최근 1년 수익률,88.77767451,,,,,,,,,
KLVL34000UT,글로벌0MVP060,연평균 수익률,107.6999441,,,,,,,,,
KLVL34000UT,글로벌0MVP060,2031 예상 기준가,2821.071963,,,,,,,,,
KLVL34000V1,혼합형,2012,1910.7,,,,,,,,,
KLVL34000V1,혼합형,2013,1934.35,,,,,,,,,
KLVL34000V1,혼합형,2014,2046.72,,,,,,,,,
KLVL34000V1,혼합형,2015,2065.46,,,,,,,,,
KLVL34000V1,혼합형,2016,2179.95,,,,,,,,,
KLVL34000V1,혼합형,2017,2281.35,,,,,,,,,
KLVL34000V1,혼합형,2018,2254.75,,,,,,,,,
KLVL34000V1,혼합형,2019,2236.34,,,,,,,,,
KLVL34000V1,혼합형,2020,2355.37,,,,,,,,,
KLVL34000V1,혼합형,2021,2596.31,,,,,,,,,
KLVL34000V1,혼합형,최근 1년 수익률,90.71990633,,,,,,,,,
KLVL34000V1,혼합형,연평균 수익률,103.5251749,,,,,,,,,
KLVL34000V1,혼합형,2031 예상 기준가,3546.25778,,,,,,,,,
KLVL34000V2,채권형,2012,1508.52,,,,,,,,,
KLVL34000V2,채권형,2013,1543.77,,,,,,,,,
KLVL34000V2,채권형,2014,1616.36,,,,,,,,,
KLVL34000V2,채권형,2015,1684.12,,,,,,,,,
KLVL34000V2,채권형,2016,1760.38,,,,,,,,,
KLVL34000V2,채권형,2017,1731.97,,,,,,,,,
KLVL34000V2,채권형,2018,1745.99,,,,,,,,,
KLVL34000V2,채권형,2019,1797.45,,,,,,,,,
KLVL34000V2,채권형,2020,1828.68,,,,,,,,,
KLVL34000V2,채권형,2021,1835.75,,,,,,,,,
KLVL34000V2,채권형,최근 1년 수익률,99.61487131,,,,,,,,,
KLVL34000V2,채권형,연평균 수익률,102.2251333,,,,,,,,,
KLVL34000V2,채권형,2031 예상 기준가,2237.858937,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2012,1318.35,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2013,1391.67,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2014,1568.43,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2015,1777.4,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2016,1707.89,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2017,1758.2,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2018,1761.71,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2019,1682.22,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2020,1836.5,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2021,2211.06,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,최근 1년 수익률,83.05970892,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,연평균 수익률,106.2083716,,,,,,,,,
KLVL34000V3,배당주안정성장자산배분형,2031 예상 기준가,3802.150295,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2012,1374.37,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2013,1368.23,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2014,1524.52,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2015,1631.93,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2016,1683.78,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2017,1819.91,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2018,1781.69,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2019,1714.21,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2020,1950.97,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2021,2323.48,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,최근 1년 수익률,83.96758311,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,연평균 수익률,106.2556898,,,,,,,,,
KLVL34000V4,주식안정성장자산배분형,2031 예상 기준가,4011.517525,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2012,1338.23,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2013,1356.03,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2014,1458.63,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2015,1458.53,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2016,1501.08,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2017,1568.53,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2018,1557.1,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2019,1546.21,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2020,1662.73,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2021,1823.19,,,,,,,,,
KLVL34000V5,주식안정자산배분형,최근 1년 수익률,91.19894251,,,,,,,,,
KLVL34000V5,주식안정자산배분형,연평균 수익률,103.5620412,,,,,,,,,
KLVL34000V5,주식안정자산배분형,2031 예상 기준가,2498.258347,,,,,,,,,
KLVL34000V6,채권형,2012,1352.99,,,,,,,,,
KLVL34000V6,채권형,2013,1380.2,,,,,,,,,
KLVL34000V6,채권형,2014,1450.07,,,,,,,,,
KLVL34000V6,채권형,2015,1503.7,,,,,,,,,
KLVL34000V6,채권형,2016,1575.32,,,,,,,,,
KLVL34000V6,채권형,2017,1567.54,,,,,,,,,
KLVL34000V6,채권형,2018,1580.08,,,,,,,,,
KLVL34000V6,채권형,2019,1626.09,,,,,,,,,
KLVL34000V6,채권형,2020,1655.14,,,,,,,,,
KLVL34000V6,채권형,2021,1661.65,,,,,,,,,
KLVL34000V6,채권형,최근 1년 수익률,99.60822074,,,,,,,,,
KLVL34000V6,채권형,연평균 수익률,102.3258417,,,,,,,,,
KLVL34000V6,채권형,2031 예상 기준가,2043.654532,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2012,1480.32,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2013,1536.91,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2014,1720.95,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2015,1777.69,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2016,1822.95,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2017,2042.61,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2018,2028.53,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2019,2130.4,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2020,2430.03,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2021,2654.8,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,최근 1년 수익률,91.53344885,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,연평균 수익률,106.8152154,,,,,,,,,
KLVL34000V7,아시아태평양주식안정성장자산배분형,2031 예상 기준가,4805.403897,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2012,1135.34,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2013,1204.39,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2014,1348.64,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2015,1416.75,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2016,1411.97,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2017,1572.96,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2018,1696.82,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2019,1737.64,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2020,2122.93,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2021,2436.3,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,최근 1년 수익률,87.13746255,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,연평균 수익률,109.0431067,,,,,,,,,
KLVL34000V8,글로벌인사이트자산배분형,2031 예상 기준가,5310.246856,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2012, ,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2013, ,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2014, ,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2015,992.13,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2016,990.3,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2017,1075.69,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2018,1115.94,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2019,1169.63,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2020,1379.01,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2021,1552.24,,,,,,,,,
KLVL34000V9,글로벌0MVP060,최근 1년 수익률,88.83999897,,,,,,,,,
KLVL34000V9,글로벌0MVP060,연평균 수익률,107.9090768,,,,,,,,,
KLVL34000V9,글로벌0MVP060,2031 예상 기준가,2450.793574,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2012,1148.89,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2013,1152.59,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2014,1224.59,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2015,1243.32,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2016,1265.68,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2017,1344.61,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2018,1319.61,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2019,1262.92,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2020,1369.5,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2021,1625.48,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,최근 1년 수익률,84.25203632,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,연평균 수익률,104.1231501,,,,,,,,,
KLVL34000W0,주식혼합자산배분형,2031 예상 기준가,2338.338163,,,,,,,,,
KLVL34000W4,주식성장형,2012,1576.2,,,,,,,,,
KLVL34000W4,주식성장형,2013,1572.09,,,,,,,,,
KLVL34000W4,주식성장형,2014,1701.16,,,,,,,,,
KLVL34000W4,주식성장형,2015,1700.2,,,,,,,,,
